658538.453,3550528.655,196EC4C961E09877
658519.837,3550554.771,EBF7F09D29D67CA0
658571.664,3550568.86,459D4BC91B81CAE2
658548.161,3550585.812,34EF61997CD65A7B
659264.713,3550683.628,925C24EA31A27003
658844.245,3550863.7,83C8BD908DB5F97E
658814.731,3550889.855,4E3D3F42150986CC
659831.2,3551144.803,12DA464C57F708A1
658545.271,3551149.751,F03172863E8BBEA7
659854.675,3551172.242,CE27CEC78F9A31DD
657664.447,3551266.611,EA0F8A2AD5BC6631
658442.458,3551763.252,41561403573A71B5
658467.343,3551788.666,6C3CD25FD5FB9A6F
658382.596,3551823.776,71DBD67AC53FF3A4
658408.587,3551841.855,DE8AD994C6DC4514
658983.407,3549690.7,d0866e6d-e97c-4f7d-8057-74d187ef71c3
658957.563,3549661.581,b9ae046f-47ae-49c2-be32-eaf6d79bb805
658536.636,3549890.07,92898ed0-5459-41a0-a254-629f598c3b67
658497.145,3549764.766,da41f0cc-911b-4fe5-a258-f09dabc1a171
658510.082,3549860.502,405bbde4-804e-4da1-9002-9c1720b9218b
658550.093,3549823.527,f2488888-1b9e-498f-984f-3fb42d28d9e6
658577.724,3549854.457,eb15b383-2f80-4eb2-9211-d11d253c9aae
658604.299,3549884.042,a358bdf9-3a83-4bba-89b8-8198ebc45597
658455.358,3549799.913,4ebd8716-9ab3-446a-8265-a74fe2faadc1
658428.111,3549769.636,e6cd9764-01e0-400c-990d-d03d9882d2f4
658468.363,3549732.826,4efbd214-7384-4ec8-9501-e96b025d5c16
658563.133,3549919.721,81c4a1d0-501e-4ffa-b43e-fe8bc6291624
658285.171,3549528.98,f59cd38c-0d2d-475a-a651-1ad453eaaf99
658322.558,3549652.079,6aeb0221-b5ed-487b-9c7f-fbc0dafb10ab
658349.25,3549681.868,e05adeaa-2d22-4153-a331-536988826f56
658416.114,3549675.184,aa69c012-5f9a-4490-8648-71904a045598
658389.627,3549645.564,2186d950-e1d1-477b-a825-3199f96fd8a4
658064.986,3549326.095,e8c3965b-a83b-4c54-80c3-ab5fd4019043
658030.126,3549303.021,68a81f67-a2ad-4bed-b1f6-7cbb513a031e
658093.42,3549419.45,ba9aaecf-a082-48ce-88cf-8a1f5406ac1c
658125.132,3549446.572,7e45ebeb-edd6-42e7-9e6a-98b69703873f
658152.732,3549471.871,2182fac2-1f91-4194-a42f-f9da1b54b0e3
658191.871,3549428.517,bcf8144b-8631-49e6-ad19-d728fb2860ac
658130.974,3549374.976,fc47ce59-db93-4851-a093-de90f890358e
657999.175,3549352.943,3a635d01-3932-47d3-8af6-11052c374573
658376.101,3549711.764,a7ecec38-2a6d-4339-8db4-5fa1fb7dc50f
658442.82,3549704.843,50b3c20c-9208-406d-bea1-66132a4b7e82
658363.337,3549616.499,1c8729c0-be07-448e-8522-c5a76327405e
658309.162,3549556.261,a7d2bd79-5109-449d-b39c-1ddad53fbc7e
658031.627,3549374.156,3b319c99-dd67-49e6-b88c-1363c554fb56
658180.617,3549499.396,d9404d64-b9e0-468e-8361-182beba9851a
657883.352,3549290.182,1078f1fe-ef97-4e69-860a-a45b9d6592d6
657965.527,3549332.867,4173ef7f-8db6-426d-8e8d-50fa0b8388ca
658284.87,3549529.775,97d16b72-69a6-4380-93a1-9bc10788108c
657923.21,3549244.171,baf6f05a-1a85-4043-b563-ce98b3a46070
658481.956,3549829.378,2479656a-01a5-4676-971e-907125db93f6
658162.64,3549401.897,9dd7afe6-c9f9-440b-a1ac-0919ede9d8bb
658589.857,3549948.214,a969aec1-424d-44b6-901a-723a856324e4
658629.552,3549911.888,5ee3c3ef-c67a-4594-b4e6-e52ada33cf09
658692.305,3549517.265,2C12462299779367
658653.833,3549527.719,1A2AF1AEE09242BC
659500.522,3550204.037,910603DD68C6B958
659408.269,3550278.394,A6A54B1347B860BC
659668.612,3550692.444,57CB1327B63622B3
659657.462,3550701.257,4A94B2771D154BAE
659657.903,3550733.016,61EE5BFA126DEEA9
659674.146,3550755.898,A251D45CBA05D4C9
659148.841,3550796.908,D6AD07F14EA89197
659570.415,3550808.844,E4A8FA6D61BB0E84
659588.404,3550832.146,BFAC7AB4225A179D
659034.738,3550896.821,5FC52517C71E00FC
659441.181,3550916.918,845D8DE3384D44D6
659463.974,3550938.765,ADF6158BE07F7B05
658931.724,3550982.609,46237B78F76D5540
658909.2,3551002.426,E70E9D671B89EB97
659318.431,3551023.733,1D6A4AFBB5B6E91A
659623.802,3551030.347,174D2EB4430890E1
659606.964,3551047.024,7F5C944E801C1D19
658814.31,3551084.693,B56007BFC11186CC
658280.619,3551092.716,9D621C82174E2A90
659202.367,3551119.66,D947349CE6F91705
658255.656,3551131.358,DCBA9F3E74C7B83F
658933.843,3551195.159,B522D05BFA2EF756
659082.687,3551218.659,491B504E72CAA255
659103.195,3551248.011,F366F11183E38E86
659174.833,3551448.258,BA3578C01E49387F
658119.785,3550070.896,A668EC98A286874C
658096.006,3550091.697,91D743BE1B700D05
658291.78,3550258.903,13982B78D5202890
657884.1,3548900.191,441400EB0BFB3D4A
658433.705,3549393.094,34A78B85E99E09E5
659794.457,3550464.994,4BBBAB6A36A17841
659141.228,3551018.385,D62627EF8BAFB197
659039.372,3551105.207,FB5BF0A7DB3080FC
659524.599,3551240.842,EBFFAF22EF0CD405
659146.019,3551457.975,5C4C01C57F83A897
657833.399,3549943.217,27764E85AB5BBFE1
657829.223,3549975.088,1934C81D48E24FE1
658104.085,3550052.371,F5E4124EEA3FBF16
658321.142,3550275.674,474F1693C6E950B9
658251.883,3550287.163,12DCE119A3D12E1F
658344.512,3550315.596,BF2766FED500D4EC
658281.052,3550324.304,D06AD80B8411F890
658320.097,3550342.44,94A8A3F78CC93CB9
658006.386,3550508.199,B856E747774E4A05
659175.675,3550632.592,1F7193CED39FBB2C
659290.331,3550642.239,885C3CB3C6CBE259
657947.346,3550622.511,A1F156099F7A183F
658069.223,3550662.513,3377D2B386742873
657908.125,3550662.157,20DDFE61BE2439A2
658486.867,3550840.863,7FE4A3EF6C2B65A4
658538.317,3550881.59,3F82F17833EA44FF
658593.32,3551060.663,1BD1CBF36C4F2DE5
657489.895,3551047.252,4DEE779D52FE12D5
657555.987,3551065.407,6562491769799EB8
658622.543,3551086.799,B95E9A76C92D0C7C
657522.162,3551076.948,1D3A7A53B3AEBF5B
658646.488,3551129.015,3D76D77B3AD6EB00
659627.699,3551323.126,87C65FAD2307A7A2
659642.179,3551346.294,A04309023D270BAE
659585.352,3551352.093,6BFC00BE563C48E6
659608.164,3551376.747,FDE7CC3593C0DFE6
658925.72,3551422.988,6B8687E6CD463740
659154.016,3551671.859,92DD8A2E22C7E189
658804.766,3552014.034,CBAA77AA533D38F3
658835.939,3552037.292,8DACCF25C0B091D4
659012.73,3549666.137,5b9005b4-b1e1-4040-819a-2f111055421f
658986.941,3549637.126,56640025-8a09-4c6c-a93d-2a22770d1c9c
658268.499,3549592.064,70651c08-d27c-4dcb-a288-84b02b404ade
658305.908,3549508.241,c39c9d5e-17ab-479b-952b-7519630bbe8a
658248.473,3549489.014,782ce3e4-d140-403f-916e-20812c03e8f3
658952.037,3549655.475,d500b737-0e8c-4e0c-a5dd-0f3aabb3cce1
658275.147,3549538.266,eb7c9837-ae7c-4332-945b-b8027596452d
657891.508,3549307.733,0b4c6dfc-23b2-4526-b6ae-c367ccdd12d3
658295.84,3549528.122,320bd0a7-47a2-4368-b65d-0c4260d2a73a
658187.742,3548475.544,145CD28207C17C19
658146.184,3548567.861,17C49C1E126E874C
658441.557,3548703.196,3D0A5FF5C3A46528
658258.67,3548798.92,FD2F81D5A404D9F3
658515.108,3548812.628,8CEAF40E5C17B38C
658096.823,3548871.784,668FACC31072CA1D
658472.597,3548931.933,3105A83FCD5B0CA6
658431.658,3548944.508,374B8BC6046E17D2
658076.125,3548998.66,45F4DD87309B4C83
658596.383,3549094.051,8063755059B3D4E2
658056.134,3549114.266,5E4CA33BCB74507C
658233.912,3549162.856,18086317FF2F2B5E
657845.265,3549170.564,EE3CEEF7B3124FE1
658263.388,3549210.458,E6947943F99FE61F
657855.34,3549204.694,D0286640967066E4
658343.49,3549228.344,F7FBF9DB2360D4EC
658033.877,3549272.177,1E23F0B9CAA5D611
658532.046,3549292.004,90CDC1EE35D1CA96
658834.587,3549324.257,1478A6B62D7DD48F
657836.273,3549344.12,85177360EF829D9F
658199.199,3549371.769,A5F2A3BC7758BEE2
658012.864,3549418.272,CEFE5D3838770CF8
657851.269,3549456.499,ACFD37EF27542DA7
658928.197,3549485.006,A2544951B6A73984
658815.834,3549484.827,96771A3A977F0D17
658284.146,3549551.872,D7DF4E24A295323F
658171.08,3549614.477,2CEE780E838B2EFC
658220.508,3549619.061,4EBFAF592B67394D
658293.089,3549652.211,CB800E2902B2A890
657841.224,3549692.928,9F0A9C25729BA1E1
659191.72,3549777.978,4AAA349323C1D455
658533.702,3549817.631,3DC764CAD6667CA0
659110.146,3549847.541,703364613F625457
658746.512,3549851.389,8B79AEE0D5A7EBE1
658488.89,3549852.624,9ABD84DCECB9416F
657965.68,3549848.05,66048C05A8C5CA5A
659331.626,3549915.424,33423B42C1865B16
658969.245,3549964.106,A2FF4CA7FCBE927A
659252.433,3549983.708,40F2935C6C45A8A7
658332.022,3549989.109,B29522E15D6CD4EC
659188.464,3550008.001,D5A944B2B29D4557
659382.985,3550066.747,6986760004FEDBD6
658238.575,3550065.852,A81B6447B8E5FE26
