658538.453,3550528.655,200
658519.837,3550554.771,200
658571.664,3550568.86,200
658548.161,3550585.812,200
659264.713,3550683.628,200
658844.245,3550863.7,200
658814.731,3550889.855,200
659831.2,3551144.803,200
658545.271,3551149.751,200
659854.675,3551172.242,200
657664.447,3551266.611,200
658442.458,3551763.252,200
658467.343,3551788.666,200
658382.596,3551823.776,200
658408.587,3551841.855,200
658983.407,3549690.7,200
658957.563,3549661.581,200
658536.636,3549890.07,200
658497.145,3549764.766,200
658510.082,3549860.502,200
658550.093,3549823.527,200
658577.724,3549854.457,200
658604.299,3549884.042,200
658455.358,3549799.913,200
658428.111,3549769.636,200
658468.363,3549732.826,200
658563.133,3549919.721,200
658285.171,3549528.98,200
658322.558,3549652.079,200
658349.25,3549681.868,200
658416.114,3549675.184,200
658389.627,3549645.564,200
658064.986,3549326.095,200
658030.126,3549303.021,200
658093.42,3549419.45,200
658125.132,3549446.572,200
658152.732,3549471.871,200
658191.871,3549428.517,200
658130.974,3549374.976,200
657999.175,3549352.943,200
658376.101,3549711.764,200
658442.82,3549704.843,200
658363.337,3549616.499,200
658309.162,3549556.261,200
658031.627,3549374.156,200
658180.617,3549499.396,200
657883.352,3549290.182,200
657965.527,3549332.867,200
658284.87,3549529.775,200
657923.21,3549244.171,200
658481.956,3549829.378,200
658162.64,3549401.897,200
658589.857,3549948.214,200
658629.552,3549911.888,200
658692.305,3549517.265,200
658653.833,3549527.719,200
659500.522,3550204.037,200
659408.269,3550278.394,200
659668.612,3550692.444,200
659657.462,3550701.257,200
659657.903,3550733.016,200
659674.146,3550755.898,200
659148.841,3550796.908,200
659570.415,3550808.844,200
659588.404,3550832.146,200
659034.738,3550896.821,200
659441.181,3550916.918,200
659463.974,3550938.765,200
658931.724,3550982.609,200
658909.2,3551002.426,200
659318.431,3551023.733,200
659623.802,3551030.347,200
659606.964,3551047.024,200
658814.31,3551084.693,200
658280.619,3551092.716,200
659202.367,3551119.66,200
658255.656,3551131.358,200
658933.843,3551195.159,200
659082.687,3551218.659,200
659103.195,3551248.011,200
659174.833,3551448.258,200
658119.785,3550070.896,200
658096.006,3550091.697,200
658291.78,3550258.903,200
657884.1,3548900.191,200
658433.705,3549393.094,200
659794.457,3550464.994,200
659141.228,3551018.385,200
659039.372,3551105.207,200
659524.599,3551240.842,200
659146.019,3551457.975,200
657833.399,3549943.217,200
657829.223,3549975.088,200
658104.085,3550052.371,200
658321.142,3550275.674,200
658251.883,3550287.163,200
658344.512,3550315.596,200
658281.052,3550324.304,200
658320.097,3550342.44,200
658006.386,3550508.199,200
659175.675,3550632.592,200
659290.331,3550642.239,200
657947.346,3550622.511,200
658069.223,3550662.513,200
657908.125,3550662.157,200
658486.867,3550840.863,200
658538.317,3550881.59,200
658593.32,3551060.663,200
657489.895,3551047.252,200
657555.987,3551065.407,200
658622.543,3551086.799,200
657522.162,3551076.948,200
658646.488,3551129.015,200
659627.699,3551323.126,200
659642.179,3551346.294,200
659585.352,3551352.093,200
659608.164,3551376.747,200
658925.72,3551422.988,200
659154.016,3551671.859,200
658804.766,3552014.034,200
658835.939,3552037.292,200
659012.73,3549666.137,200
658986.941,3549637.126,200
658268.499,3549592.064,200
658305.908,3549508.241,200
658248.473,3549489.014,200
658952.037,3549655.475,200
658275.147,3549538.266,200
657891.508,3549307.733,200
658295.84,3549528.122,200
658187.742,3548475.544,200
658146.184,3548567.861,200
658441.557,3548703.196,200
658258.67,3548798.92,200
658515.108,3548812.628,200
658096.823,3548871.784,200
658472.597,3548931.933,200
658431.658,3548944.508,200
658076.125,3548998.66,200
658596.383,3549094.051,200
658056.134,3549114.266,200
658233.912,3549162.856,200
657845.265,3549170.564,200
658263.388,3549210.458,200
657855.34,3549204.694,200
658343.49,3549228.344,200
658033.877,3549272.177,200
658532.046,3549292.004,200
658834.587,3549324.257,200
657836.273,3549344.12,200
658199.199,3549371.769,200
658012.864,3549418.272,200
657851.269,3549456.499,200
658928.197,3549485.006,200
658815.834,3549484.827,200
658284.146,3549551.872,200
658171.08,3549614.477,200
658220.508,3549619.061,200
658293.089,3549652.211,200
657841.224,3549692.928,200
659191.72,3549777.978,200
658533.702,3549817.631,200
659110.146,3549847.541,200
658746.512,3549851.389,200
658488.89,3549852.624,200
657965.68,3549848.05,200
659331.626,3549915.424,200
658969.245,3549964.106,200
659252.433,3549983.708,200
658332.022,3549989.109,200
659188.464,3550008.001,200
659382.985,3550066.747,200
658238.575,3550065.852,200
657824.893,3550063.564,200
658823.92,3550092.053,200
659300.585,3550121.373,200
659091.861,3550122.142,200
657772.989,3550133.329,200
658741.385,3550156.717,200
658116.765,3550169.251,200
657793.247,3550175.995,200
658957.018,3550234.924,200
659583.535,3550261.029,200
658624.559,3550259.744,200
659109.727,3550275.854,200
658874.52,3550308.937,200
